,Powierzchnia,Liczba pokoi,Rynek,Rodzaj zabudowy,Piętro,Liczba pięter,Materiał budynku,Ogrzewanie,Rok budowy,Stan wykończenia,Forma własności,Okna,Czynsz,Dostępne od,Cena
911,42,2,wtórny,,2,11,,miejskie,1980,do zamieszkania,pełna własność,plastikowe,420,2019-03-20,227000.0
912,49,2,wtórny,blok,1,10,wielka płyta,miejskie,,,pełna własność,plastikowe,470,,203000.0
913,53.60,3,pierwotny,apartamentowiec,0,8,pustak,miejskie,2019,do wykończenia,pełna własność,,150,,406216.0
914,41.40,2,pierwotny,apartamentowiec,2,8,pustak,miejskie,2019,do wykończenia,pełna własność,,150,,308010.0
915,36,3,pierwotny,apartamentowiec,0,8,pustak,miejskie,2019,do wykończenia,pełna własność,,120,,295000.0
916,46,2,pierwotny,apartamentowiec,1,8,pustak,miejskie,2019,do wykończenia,pełna własność,,150,,321446.0
917,40.81,2,pierwotny,blok,2,3,,,2020,do wykończenia,,,,,242320.0
918,77.50,3,wtórny,apartamentowiec,3,3,,,2012,do zamieszkania,pełna własność,plastikowe,319,,545000.0
919,47.78,3,pierwotny,apartamentowiec,1,4,,miejskie,,do wykończenia,pełna własność,plastikowe,,,341627.0
920,46.73,3,wtórny,blok,3,4,,miejskie,,do remontu,spółdzielcze własnościowe,plastikowe,400,,229000.0
921,28.23,1,pierwotny,apartamentowiec,2,4,,miejskie,,do wykończenia,pełna własność,plastikowe,,,273831.0
922,60.39,3,wtórny,blok,,4,,miejskie,,,spółdzielcze wł. z KW,,600,,299900.0
923,66,3,wtórny,blok,1,8,,,,,spółdzielcze własnościowe,plastikowe,600,,382000.0
924,36.21,2,pierwotny,apartamentowiec,0,8,,miejskie,,do wykończenia,pełna własność,plastikowe,,,295112.0
925,41,2,wtórny,blok,4,10,inne,miejskie,2019,do wykończenia,,,,,223020.0
926,160,5,wtórny,kamienica,2,2,cegła,elektryczne,1930,do remontu,,,,,470000.0
927,49,3,pierwotny,blok,1,10,pustak,miejskie,2018,do wykończenia,pełna własność,,150,,260719.0
928,50.47,3,pierwotny,blok,2,10,pustak,miejskie,2018,do wykończenia,pełna własność,,150,,273418.0
929,40.37,2,pierwotny,apartamentowiec,0,8,,miejskie,,do wykończenia,,plastikowe,,,316904.0
930,46.02,2,pierwotny,apartamentowiec,1,8,,miejskie,,do wykończenia,,plastikowe,,,333645.0
931,41.65,2,pierwotny,apartamentowiec,2,8,,miejskie,,do wykończenia,,plastikowe,,,320705.0
932,92.91,4,pierwotny,apartamentowiec,0,3,,,2020,do wykończenia,,,,,650370.0
933,40.30,2,pierwotny,apartamentowiec,3,8,,miejskie,,do wykończenia,,plastikowe,,,318370.0
934,41.29,2,wtórny,apartamentowiec,2,4,,miejskie,2020,do wykończenia,pełna własność,plastikowe,280,,228000.0
935,63.19,3,wtórny,blok,,2,,,,,,,,,270000.0
936,38.28,2,pierwotny,apartamentowiec,4,5,,miejskie,,do wykończenia,,plastikowe,,,262218.0
937,51.99,3,pierwotny,apartamentowiec,4,5,,miejskie,,do wykończenia,,plastikowe,,,340534.0
938,52.50,3,pierwotny,apartamentowiec,4,5,,miejskie,,do wykończenia,,plastikowe,,,343875.0
939,40.30,2,pierwotny,apartamentowiec,4,5,,miejskie,,do wykończenia,,plastikowe,,,276055.0
940,34.24,2,pierwotny,apartamentowiec,4,5,,miejskie,,do wykończenia,,plastikowe,,,251664.0
941,95,3,wtórny,kamienica,2,6,beton,inne,,do remontu,pełna własność,plastikowe,,,350000.0
942,25,1,wtórny,blok,10,10,,miejskie,,do zamieszkania,,plastikowe,299,,147000.0
943,54.40,3,wtórny,blok,8,24,,miejskie,1980,do zamieszkania,,plastikowe,552.11,,295000.0
944,90.90,4,pierwotny,apartamentowiec,1,5,,miejskie,2019,do wykończenia,pełna własność,,,,509040.0
945,138.80,5,pierwotny,apartamentowiec,10,17,,miejskie,2021,do wykończenia,pełna własność,,3,,1113870.0
946,40.81,2,pierwotny,blok,3,3,,,2020,do wykończenia,,,,,247356.0
947,72.12,4,wtórny,blok,9,10,,miejskie,1980,do zamieszkania,spółdzielcze własnościowe,plastikowe,880,,315000.0
948,52,2,wtórny,blok,2,3,cegła,miejskie,,,pełna własność,,,2019-03-20,194000.0
949,67.59,2,wtórny,kamienica,4,4,cegła,miejskie,1905,do wykończenia,pełna własność,plastikowe,,,378504.0
950,41,2,wtórny,kamienica,2,4,,elektryczne,,do zamieszkania,pełna własność,plastikowe,320,,175000.0
951,61.88,3,wtórny,,2,3,,,,do zamieszkania,,drewniane,,,390000.0
952,35,2,wtórny,kamienica,2,3,cegła,elektryczne,1955,do zamieszkania,,plastikowe,,,165000.0
953,101,3,wtórny,kamienica,3,4,cegła,,,do remontu,,plastikowe,250,,380000.0
954,60,2,wtórny,apartamentowiec,1,5,inne,gazowe,2008,do zamieszkania,pełna własność,plastikowe,320,,396000.0
955,74,3,wtórny,apartamentowiec,2,2,,,,do zamieszkania,,plastikowe,,,385000.0
956,90,3,wtórny,apartamentowiec,0,3,,,,do zamieszkania,,,,,700000.0
957,44,2,wtórny,blok,4,10,beton,miejskie,1977,do zamieszkania,spółdzielcze wł. z KW,plastikowe,500,,279000.0
958,80,4,wtórny,blok,9,10,beton,inne,,do remontu,pełna własność,plastikowe,,,287000.0
959,65.69,3,pierwotny,apartamentowiec,2,7,,miejskie,2019,do wykończenia,pełna własność,,300,,540098.0
960,77.61,4,pierwotny,apartamentowiec,7,7,,miejskie,2019,do wykończenia,pełna własność,,370,,723433.0
961,58.12,3,pierwotny,apartamentowiec,2,7,,miejskie,2019,do wykończenia,pełna własność,,300,,513016.0
962,66.74,3,wtórny,blok,0,4,,miejskie,,,,plastikowe,,2019-07-01,300000.0
963,63,3,wtórny,blok,8,11,wielka płyta,miejskie,1980,do zamieszkania,spółdzielcze wł. z KW,plastikowe,720,,296100.0
964,43.16,2,pierwotny,apartamentowiec,2,5,,miejskie,2019,do wykończenia,pełna własność,,200,,226100.0
965,61.63,3,pierwotny,blok,3,3,,,2020,,,,,,354252.0
966,55,3,pierwotny,apartamentowiec,3,5,beton,miejskie,2019,do wykończenia,pełna własność,plastikowe,,2019-08-30,266750.0
967,48,2,wtórny,blok,0,2,cegła,gazowe,1960,do remontu,pełna własność,plastikowe,200,2019-05-01,239000.0
968,33.50,2,wtórny,blok,0,4,,miejskie,1980,,,plastikowe,,,175000.0
969,73,4,wtórny,blok,4,4,,miejskie,1979,,spółdzielcze wł. z KW,,,,410000.0
970,110,4,wtórny,kamienica,3,5,,gazowe,1890,,pełna własność,plastikowe,540,,499000.0
971,70,3,wtórny,blok,7,11,,miejskie,2010,do zamieszkania,pełna własność,plastikowe,,,515000.0
972,63,3,wtórny,apartamentowiec,0,2,,miejskie,2016,do zamieszkania,pełna własność,plastikowe,,2018-09-01,450000.0
973,42.02,2,wtórny,blok,1,10,,miejskie,1970,,spółdzielcze własnościowe,drewniane,450,,248000.0
974,81,3,wtórny,apartamentowiec,2,17,inne,miejskie,2016,do zamieszkania,pełna własność,plastikowe,800,2019-01-19,599000.0
975,47.58,3,pierwotny,apartamentowiec,1,6,pustak,miejskie,2019,do wykończenia,pełna własność,,200,,341427.0
976,63,3,wtórny,blok,7,10,beton,miejskie,1980,do zamieszkania,pełna własność,plastikowe,,,287000.0
977,55,4,pierwotny,apartamentowiec,0,6,pustak,miejskie,2019,do wykończenia,pełna własność,,200,,375160.0
978,28.02,1,pierwotny,apartamentowiec,0,6,pustak,miejskie,2019,do wykończenia,pełna własność,,200,,273534.0
979,52.40,3,pierwotny,apartamentowiec,0,6,pustak,miejskie,2019,do wykończenia,pełna własność,,150,,347000.0
980,53,2,wtórny,blok,10,18,wielka płyta,miejskie,,do zamieszkania,pełna własność,plastikowe,520,2019-04-30,330000.0
981,47.58,3,pierwotny,apartamentowiec,0,6,pustak,miejskie,2019,do wykończenia,pełna własność,,150,,339038.0
982,55,3,wtórny,blok,0,,,miejskie,,,pełna własność,plastikowe,,,290000.0
983,110,4,wtórny,kamienica,2,4,cegła,inne,1910,do remontu,pełna własność,plastikowe,,,439000.0
984,30.73,1,wtórny,,10,,,,,,,,,,118000.0
985,45.94,3,wtórny,,1,,,,,,,,,,182000.0
986,38,1,wtórny,blok,1,19,,,,do zamieszkania,pełna własność,,,,215000.0
987,72.62,3,wtórny,blok,2,3,,miejskie,2010,,,plastikowe,,,449000.0
988,43,2,wtórny,blok,6,10,,miejskie,1980,,spółdzielcze własnościowe,plastikowe,420,,249000.0
989,52,3,pierwotny,blok,1,5,pustak,miejskie,2019,do wykończenia,pełna własność,,200,,326112.0
990,55.50,4,pierwotny,blok,1,5,pustak,miejskie,2019,do wykończenia,pełna własność,,200,,364635.0
991,61,2,wtórny,,10,24,,,,,pełna własność,,,,304900.0
992,51.79,3,pierwotny,blok,0,5,pustak,miejskie,2019,do wykończenia,pełna własność,,200,,324738.0
993,25.81,1,pierwotny,blok,1,3,,,2020,do wykończenia,,,,,159330.0
994,35.75,1,wtórny,blok,8,10,,miejskie,,,pełna własność,plastikowe,157,,239000.0
995,48,7,wtórny,kamienica,3,,,,,do zamieszkania,,drewniane,,,264000.0
996,54.51,4,pierwotny,blok,0,5,pustak,miejskie,2019,do wykończenia,pełna własność,,200,,320000.0
997,39.26,2,pierwotny,blok,0,5,pustak,miejskie,2019,do wykończenia,pełna własność,,200,,246425.0
998,115.80,4,pierwotny,apartamentowiec,4,4,,miejskie,2019,do wykończenia,pełna własność,,,,799020.0
999,55.27,4,pierwotny,apartamentowiec,6,6,,miejskie,2019,do wykończenia,pełna własność,,,,392417.0
1000,82,4,wtórny,blok,0,4,,miejskie,2000,,pełna własność,plastikowe,800,,490000.0
1001,63.98,3,pierwotny,apartamentowiec,6,7,,miejskie,2021,do wykończenia,pełna własność,,,,627004.0
1002,78.81,4,pierwotny,apartamentowiec,6,6,,miejskie,,do wykończenia,pełna własność,aluminiowe,,,693528.0
1003,104,4,wtórny,,0,,,,,,,,,,380000.0
1004,200,8,wtórny,kamienica,3,5,inne,miejskie,1920,do remontu,pełna własność,drewniane,1 000,,699000.0
1005,135,7,wtórny,,1,4,inne,miejskie,,do remontu,pełna własność,drewniane,,,540000.0
1006,64,3,pierwotny,apartamentowiec,6,6,,miejskie,,do wykończenia,pełna własność,aluminiowe,,,627200.0
1007,70.70,4,pierwotny,apartamentowiec,6,6,,miejskie,,do wykończenia,pełna własność,aluminiowe,,,636300.0
1008,54.05,3,pierwotny,apartamentowiec,0,6,,miejskie,,do wykończenia,pełna własność,aluminiowe,,,475640.0
1009,56.07,3,pierwotny,apartamentowiec,2,6,,miejskie,,do wykończenia,pełna własność,aluminiowe,,,493416.0
1010,132,6,wtórny,,2,3,,,1990,,,,,,615000.0
1011,36,1,wtórny,,10,,,,,,,,,,162500.0
1012,36.46,2,wtórny,blok,6,12,,,,,,,,,150000.0
1013,71.82,3,pierwotny,apartamentowiec,1,4,,miejskie,2018,do wykończenia,pełna własność,,,,375260.0
1014,46.37,2,pierwotny,apartamentowiec,4,4,,miejskie,2018,do wykończenia,pełna własność,,,,273583.0
1015,106,4,wtórny,blok,2,4,cegła,elektryczne,2002,do zamieszkania,,,,,490000.0
1016,63,3,pierwotny,blok,1,3,,,2020,,,,,,378244.0
1017,50.94,2,pierwotny,blok,2,5,,miejskie,2019,do wykończenia,pełna własność,,150,,310734.0
1018,51.42,2,pierwotny,blok,0,5,,miejskie,2019,do wykończenia,pełna własność,,150,,290523.0
1019,51.19,2,pierwotny,blok,0,5,,miejskie,2019,do wykończenia,pełna własność,,150,,289224.0
1020,61.12,3,pierwotny,apartamentowiec,4,4,,miejskie,2018,do wykończenia,pełna własność,,,,337994.0
1021,95,3,wtórny,kamienica,2,6,żelbet,inne,1933,do remontu,pełna własność,drewniane,933,,350000.0
1022,33,2,wtórny,apartamentowiec,9,10,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,,2019-03-28,197000.0
1023,50.05,1,pierwotny,apartamentowiec,0,4,,miejskie,2018,do wykończenia,pełna własność,,,,312913.0
1024,52.80,2,wtórny,blok,1,13,,miejskie,,do zamieszkania,,plastikowe,,,295700.0
1025,71.51,3,pierwotny,apartamentowiec,0,4,,miejskie,2018,do wykończenia,pełna własność,,,,414758.0
1026,20.72,1,wtórny,kamienica,3,3,cegła,miejskie,,,,plastikowe,,,154282.0
1027,23.33,1,wtórny,kamienica,2,3,cegła,miejskie,,do zamieszkania,,plastikowe,,,177122.0
1028,72.93,4,wtórny,blok,0,6,cegła,miejskie,1981,do remontu,spółdzielcze wł. z KW,plastikowe,700,,349000.0
1029,48,2,wtórny,,,,,,,,,,,,365000.0
1030,56,3,wtórny,kamienica,2,2,cegła,,1930,do remontu,,,,,194000.0
1031,97.50,3,pierwotny,apartamentowiec,0,1,,gazowe,2017,do wykończenia,,,,,611000.0
1032,45,2,wtórny,dom wolnostojący,1,2,,miejskie,,do zamieszkania,pełna własność,plastikowe,380,,185000.0
1033,40,2,wtórny,apartamentowiec,1,4,pustak,miejskie,2016,do zamieszkania,pełna własność,plastikowe,,,290000.0
1034,64.44,3,pierwotny,apartamentowiec,0,4,,miejskie,2019,do wykończenia,,,,,413189.0
1035,61,3,pierwotny,blok,1,4,,miejskie,2019,do wykończenia,,,180,,326000.0
1036,72,4,wtórny,blok,9,10,beton,miejskie,1977,do zamieszkania,spółdzielcze własnościowe,plastikowe,550,,348000.0
1037,80,3,wtórny,blok,9,10,beton,miejskie,1980,do wykończenia,pełna własność,plastikowe,550,,299000.0
1038,51,2,wtórny,apartamentowiec,4,10,pustak,miejskie,2009,do zamieszkania,pełna własność,,480,,360000.0
1039,72,4,wtórny,apartamentowiec,4,6,pustak,miejskie,,do zamieszkania,pełna własność,,,,615000.0
1040,46.91,2,pierwotny,blok,0,5,,miejskie,2019,do wykończenia,pełna własność,,150,,289224.0
1041,44,2,wtórny,blok,4,10,,miejskie,,do zamieszkania,spółdzielcze wł. z KW,,500,,268000.0
1042,26,1,pierwotny,apartamentowiec,3,,,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,180000.0
1043,49,3,wtórny,blok,0,4,,miejskie,1970,do zamieszkania,pełna własność,,400,,295000.0
1044,28.30,1,pierwotny,apartamentowiec,3,,,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,273000.0
1045,49,3,wtórny,blok,0,4,,miejskie,,,pełna własność,plastikowe,420,,295000.0
1046,60,4,pierwotny,apartamentowiec,3,,,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,411000.0
1047,50.10,3,wtórny,blok,1,1,cegła,gazowe,1960,do zamieszkania,pełna własność,plastikowe,450,,275000.0
1048,30.30,1,pierwotny,apartamentowiec,1,5,pustak,miejskie,2020,do wykończenia,pełna własność,plastikowe,1,,195000.0
1049,47.70,2,pierwotny,apartamentowiec,4,5,pustak,miejskie,2020,do wykończenia,pełna własność,plastikowe,1,,325000.0
1050,42.27,2,pierwotny,apartamentowiec,0,5,,miejskie,2020,do wykończenia,pełna własność,plastikowe,1,,280000.0
1051,38,2,wtórny,,10,,,,,,pełna własność,,,,280000.0
1052,291,11,wtórny,kamienica,1,4,cegła,miejskie,,do remontu,pełna własność,drewniane,1 950,,905000.0
1053,71.80,3,pierwotny,blok,4,4,,miejskie,2019,do wykończenia,,,210,,398600.0
1054,42.40,2,wtórny,kamienica,0,2,,elektryczne,1910,do zamieszkania,pełna własność,plastikowe,221.19,2018-10-31,154000.0
1055,57.38,2,wtórny,apartamentowiec,3,4,,miejskie,2009,,,plastikowe,419,2019-04-01,399000.0
1056,39,1,wtórny,,2,3,,,,,pełna własność,,,,179000.0
1057,25.62,1,pierwotny,blok,1,5,pustak,miejskie,2019,do wykończenia,pełna własność,,200,,180621.0
1058,44,4,wtórny,blok,3,10,wielka płyta,miejskie,1980,do zamieszkania,pełna własność,plastikowe,300,,299000.0
1059,53.12,3,pierwotny,blok,0,5,pustak,miejskie,2019,do wykończenia,pełna własność,,200,,321376.0
1060,39.46,2,pierwotny,blok,0,5,pustak,miejskie,2019,do wykończenia,pełna własność,,200,,246625.0
1061,58,2,wtórny,apartamentowiec,3,5,,,2010,do zamieszkania,,,,,390000.0
1062,60,3,wtórny,,5,13,,,,do zamieszkania,pełna własność,drewniane,450,,320000.0
1063,46.38,2,pierwotny,blok,0,5,,miejskie,2019,do wykończenia,pełna własność,,150,,273624.0
1064,46.91,2,pierwotny,blok,0,5,,miejskie,2019,do wykończenia,pełna własność,,150,,281460.0
1065,49.32,3,wtórny,blok,0,10,,miejskie,1976,,,plastikowe,450,,197000.0
1066,67,3,wtórny,blok,0,4,cegła,miejskie,1980,do zamieszkania,pełna własność,plastikowe,400,,285000.0
1067,36,2,pierwotny,apartamentowiec,5,,,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,215000.0
1068,40,2,pierwotny,apartamentowiec,10,,,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,232000.0
1069,60,4,pierwotny,apartamentowiec,7,,,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,324000.0
1070,62,3,wtórny,blok,2,4,cegła,miejskie,1980,do zamieszkania,pełna własność,plastikowe,,,329000.0
1071,82,4,wtórny,blok,0,3,beton,inne,2001,do zamieszkania,pełna własność,plastikowe,,,484000.0
1072,80,3,wtórny,blok,9,10,,miejskie,,do remontu,pełna własność,plastikowe,,2019-03-28,287000.0
1073,49.64,2,pierwotny,apartamentowiec,3,7,,miejskie,2019,do wykończenia,pełna własność,,370,,413472.0
1074,51,2,pierwotny,blok,2,5,,miejskie,2019,do wykończenia,pełna własność,,150,,310734.0
1075,50,3,pierwotny,apartamentowiec,10,,,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,255000.0
1076,67,3,pierwotny,apartamentowiec,2,,,miejskie,2020,do wykończenia,pełna własność,plastikowe,1,,444000.0
1077,82.28,4,pierwotny,apartamentowiec,3,4,pustak,miejskie,2019,do wykończenia,pełna własność,,1,,560000.0
1078,64,2,wtórny,apartamentowiec,2,,,gazowe,,,pełna własność,plastikowe,,,379000.0
1079,48,2,wtórny,blok,2,4,,gazowe,,do zamieszkania,pełna własność,,250,,270000.0
1080,72,4,wtórny,blok,1,3,,miejskie,,do zamieszkania,pełna własność,,700,,370000.0
1081,37,3,wtórny,blok,8,13,,miejskie,,do remontu,pełna własność,,,,225000.0
1082,60,3,wtórny,blok,5,13,wielka płyta,miejskie,,,pełna własność,,450,,320000.0
1083,105,4,wtórny,apartamentowiec,1,2,,miejskie,2000,do zamieszkania,pełna własność,,,,699000.0
1084,142,5,wtórny,kamienica,2,3,,miejskie,,do remontu,pełna własność,,,,520000.0
1085,49,3,pierwotny,apartamentowiec,1,10,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2,,256361.0
1086,82,4,wtórny,apartamentowiec,0,3,,miejskie,2000,do wykończenia,pełna własność,,800,,490000.0
1087,42,2,pierwotny,apartamentowiec,4,10,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2,,227700.0
1088,40,2,pierwotny,apartamentowiec,1,10,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2,,228984.0
1089,36,2,pierwotny,apartamentowiec,3,10,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2,,215580.0
1090,136.50,5,pierwotny,apartamentowiec,4,5,pustak,miejskie,2019,,pełna własność,plastikowe,,,970000.0
1091,90.90,4,pierwotny,apartamentowiec,3,5,,miejskie,2019,do wykończenia,pełna własność,,,,522675.0
1092,50.94,2,pierwotny,apartamentowiec,2,5,,miejskie,2019,do wykończenia,pełna własność,,,,310734.0
1093,70.24,3,pierwotny,apartamentowiec,2,5,,miejskie,2019,do wykończenia,pełna własność,,,,421440.0
1094,55.50,2,pierwotny,apartamentowiec,1,2,pustak,miejskie,2018,do wykończenia,pełna własność,plastikowe,150,,319000.0
1095,46.91,2,pierwotny,blok,0,5,,miejskie,2019,do wykończenia,pełna własność,,,,281460.0
1096,45.22,2,pierwotny,blok,0,5,,miejskie,2019,do wykończenia,pełna własność,,,,271320.0
1097,40.30,2,pierwotny,apartamentowiec,3,8,,miejskie,2019,do wykończenia,pełna własność,,,,306280.0
1098,40.60,2,pierwotny,apartamentowiec,2,8,,miejskie,2019,do wykończenia,pełna własność,,,,300880.0
1099,42.27,2,pierwotny,apartamentowiec,0,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,280000.0
1100,41.65,2,pierwotny,apartamentowiec,2,8,,miejskie,2019,do wykończenia,pełna własność,,,,308210.0
1101,82.28,4,pierwotny,apartamentowiec,3,5,pustak,miejskie,2020,do wykończenia,pełna własność,plastikowe,,,560000.0
1102,73,4,wtórny,blok,2,4,,miejskie,,do zamieszkania,pełna własność,plastikowe,,,295000.0
1103,54.05,3,pierwotny,apartamentowiec,0,6,,miejskie,,do wykończenia,pełna własność,aluminiowe,,,475640.0
1104,70.70,4,pierwotny,apartamentowiec,6,6,,miejskie,,do wykończenia,pełna własność,aluminiowe,,,636300.0
1105,56.07,3,pierwotny,apartamentowiec,2,6,,miejskie,,do wykończenia,pełna własność,aluminiowe,,,493416.0
1106,64,3,pierwotny,apartamentowiec,6,6,,miejskie,,do wykończenia,pełna własność,aluminiowe,,,627200.0
1107,82.28,4,pierwotny,apartamentowiec,3,5,pustak,miejskie,2020,do wykończenia,pełna własność,plastikowe,1,,560000.0
1108,30.30,1,pierwotny,apartamentowiec,3,4,pustak,miejskie,2020,do wykończenia,pełna własność,plastikowe,1,,195000.0
1109,61,2,wtórny,blok,10,18,,miejskie,,do wykończenia,,plastikowe,,,308500.0
1110,53.70,2,wtórny,,10,,,,,do remontu,,plastikowe,400,,245000.0
1111,43,2,wtórny,blok,1,4,wielka płyta,miejskie,,do wykończenia,,plastikowe,,,199000.0
1112,25.95,1,pierwotny,blok,2,3,,,2020,do wykończenia,,,,,160194.0
1113,74.36,4,pierwotny,blok,2,3,,,2020,do wykończenia,,,,,440260.0
1114,45,3,pierwotny,apartamentowiec,5,10,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,240624.0
1115,40,2,pierwotny,apartamentowiec,1,10,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2,,228984.0
1116,51,2,pierwotny,apartamentowiec,2,5,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,310000.0
